id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class
SAN ANTONIO RUN OF RIVER,SAN ANTONIO RUN OF RIVER,water source,,,,,,,,,,,,,,,,,,,,,,,
1106387,COW CREEK WATER CONSERVATION DISTRICT,water system,,,,,,,,,,,,,,,,,,,,,,,
580,CANYON LAKE,water system,,,,,,,,,,,,,,,,,,,,,,,
NACATOCH AQUIFER,NACATOCH AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
140,LOWER NECHES VALLEY AUTHORITY,water system,,,,,,,,,,,,,,,,,,,,TX0360112,Y,Municipal Short,Authority
1101670,NORTH TEXAS MUNICIPAL WATER DISTRICT,water system,,,,,,,,,,,,,,,,,,,,,,,
SABINE BASIN,SABINE BASIN,water source,,,,,,,,,,,,,,,,,,,,,,,
CANADIAN BASIN,CANADIAN BASIN,water source,,,,,,,,,,,,,,,,,,,,,,,
1101856,CANADIAN RIVER MWA,water system,,,,,,,,,,,,,,,,,,,,,,,
88000,BORGER MUNICIPAL WATER SYSTEM,water system,2022.0,N," 12,419 "," 561,730,000 "," 5,009 "," 16,442,000 ", 29 ," 160,813,000 ", 542 ," 3,554,225,000 ", 7 ," 87,050,000 ", 154 ," 2,066,000 ", 6 ," 4,690,553,000 "," 5,748 "," 32,637,000 ", 362 ,TX1170001,N,Municipal Long,Municipal
AMON G CARTER LAKE/RESERVOIR,AMON G CARTER LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
916900,WALNUT CREEK SUD,water system,2022.0,N," 24,395 "," 841,640,400 "," 9,758 ",,," 38,079,000 ", 220 ," 7,591,100 ", 9 ," 14,296,500 ", 52 ," 1,106,700 ", 14 ," 902,713,700 "," 10,053 "," 6,910,981 ",,TX1840008,N,Municipal Long,Water Supply Corporation
DOCKUM AQUIFER,DOCKUM AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
HICKORY AQUIFER,HICKORY AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
32010,AQUILLA WSD,water system,,,,,,,,,,,,,,,,,,,,TX1090068,Y,Municipal Short,District 
828100,CITY OF SULPHUR SPRINGS,water system,2022.0,N," 16,234 "," 386,443,100 "," 6,066 "," 66,009,500 "," 1,459 "," 230,333,100 "," 1,172 "," 397,477,200 ", 11 ," 115,013,800 ", 40 ,,," 1,195,276,700 "," 8,748 "," 55,906,000 ",,TX1120002,N,Municipal Long,Municipal
95252,BRAZORIA COUNTY MUD 2,water system,2022.0,N," 3,567 "," 147,370,000 "," 1,168 ",,," 4,432,000 ", 19 ," 2,997,000 ", 3 ,,," 26,588,000 ", 75 ," 181,387,000 "," 1,265 "," 349,000 ", 1 ,TX0200386,N,Municipal Long,District 
DANIEL LAKE/RESERVOIR,DANIEL LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
97600,CITY OF BRENHAM,water system,2022.0,N," 18,117 "," 456,593,200 "," 6,546 "," 57,773,500 "," 1,913 "," 143,930,200 ", 952 ," 38,466,000 ", 37 ," 227,040,000 ", 307 ," 41,300 ", 4 ," 925,160,093 "," 9,760 "," 18,144,450 "," 1,192 ",TX2390001,N,Municipal Long,Municipal
366,LAKE SOMMERVILLE,water system,,,,,,,,,,,,,,,,,,,,,,,
LAVACA-GUADALUPE BASIN,LAVACA-GUADALUPE BASIN,water source,,,,,,,,,,,,,,,,,,,,,,,
RED BASIN,RED BASIN,water source,,,,,,,,,,,,,,,,,,,,,,,
627600,ORANGEFIELD WSC,water system,2022.0,N," 6,700 "," 211,245,000 "," 2,234 ",,," 6,480,000 ", 91 ,,," 19,505,000 ", 3 ,,," 237,230,000 "," 2,328 "," 80,000 ", 66 ,TX1810186,N,Municipal Long,Water Supply Corporation
98065,BRIDGESTONE MUD,water system,2022.0,N," 24,528 "," 498,683,500 "," 5,876 "," 65,351,000 "," 1,857 "," 178,919,000 ", 376 ,,," 29,066,000 ", 67 ,,," 798,579,500 "," 8,176 "," 19,024,040 ",,TX1011550,N,Municipal Long,District 
95,LAKE FORK,water system,,,,,,,,,,,,,,,,,,,,,,,
835550,CITY OF SWEETWATER,water system,2022.0,N," 12,333 "," 218,172,000 "," 3,623 "," 28,916,000 ", 60 ," 99,910,000 ", 606 ," 172,709,000 ", 3 ," 50,903,462 ", 74 ,,," 570,610,462 "," 4,367 "," 37,898,058 ", 24 ,TX1770002,N,Municipal Long,Municipal
1103567,TEXAS TECH,water system,,,,,,,,,,,,,,,,,,,,,,,
1104297,AUBREY FAUBION,water system,,,,,,,,,,,,,,,,,,,,,,,
1102593,GOODMAN,water system,,,,,,,,,,,,,,,,,,,,,,,
RIO GRANDE RUN OF RIVER,RIO GRANDE RUN OF RIVER,water source,,,,,,,,,,,,,,,,,,,,,,,
1103610,SOUTHMOST REGIONAL WATER AUTHORITY,water system,,,,,,,,,,,,,,,,,,,,,,,
923800,WELLBORN SUD,water system,2022.0,N," 23,985 "," 1,144,000,000 "," 9,436 "," 100,000,000 ", 75 ," 150,000,000 ", 75 ,,," 20,000,000 ", 8 ,,," 1,414,000,000 "," 9,594 ",,,TX0210016,N,Municipal Long,District 
102400,CITY OF BRYAN,water system,2022.0,N," 86,518 "," 2,144,379,000 "," 22,477 ",,," 1,807,307,900 "," 3,313 "," 156,860,200 ", 28 ," 131,413,900 ", 109 ," 16,394,400 ", 4 ," 4,256,355,400 "," 25,931 "," 61,007,504 ",,TX0210001,N,Municipal Long,Municipal
295203,FORT BELKNAP WSC,water system,2022.0,N," 7,262 "," 113,330,900 "," 2,322 "," 1,187,800 ", 6 ," 4,957,200 ", 54 ,,," 35,900 ", 3 ,,," 119,511,800 "," 2,385 ",,,TX2520007,N,Municipal Long,Water Supply Corporation
ELLENBURGER-SAN SABA AQUIFER,ELLENBURGER-SAN SABA AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
595,SAN MARCOS RIVER,water system,,,,,,,,,,,,,,,,,,,,,,,
105600,CITY OF BUDA,water system,2022.0,N," 13,622 "," 338,388,000 "," 3,765 "," 13,464,000 ", 981 ," 121,980,000 ", 309 ,,," 36,401,000 ", 77 ,,," 515,536,708 "," 5,139 "," 7,420,000 ",,TX1050012,N,Municipal Long,Municipal
920800,CITY OF WAXAHACHIE,water system,2022.0,N," 46,111 "," 1,187,353,917 "," 15,215 "," 185,924,600 "," 3,851 "," 393,003,900 "," 1,652 "," 636,266,765 ", 81 ," 298,452,435 ", 423 ,,," 2,701,001,617 "," 21,222 ",,,TX0700008,N,Municipal Long,Municipal
460,LCRA INKS LAKE,water system,,,,,,,,,,,,,,,,,,,,,,,
NECHES BASIN,NECHES BASIN,water source,,,,,,,,,,,,,,,,,,,,,,,
109600,CITY OF BURKBURNETT,water system,2022.0,N," 10,987 "," 284,791,000 "," 4,125 "," 18,152,000 ", 453 ," 19,720,000 ", 204 ," 1,898,000 ", 3 ," 17,934,000 ", 119 ," 1,923,000 ", 4 ," 355,152,000 "," 4,966 ",,,TX2430005,N,Municipal Long,Municipal
395330,CITY OF HOOKS,water system,2022.0,N," 2,514 "," 107,023,860 "," 1,256 "," 1,302,240 ", 4 ," 1,008,000 ", 14 ,,,,,,," 109,334,100 "," 1,274 ",,,TX0190002,N,Municipal Long,Municipal
INKS LAKE/RESERVOIR,INKS LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
113600,CITY OF BURNET,water system,2022.0,N," 8,346 "," 215,264,889 "," 2,317 "," 6,561,446 ", 14 ," 88,511,670 ", 397 ," 37,598,900 ", 3 ," 14,398,475 ", 51 ,,," 362,335,380 "," 2,782 "," 5,000,000 ",,TX0270001,N,Municipal Long,Municipal
94450,BRANDON-IRENE WSC,water system,2022.0,Y," 2,196 "," 68,912,500 ", 662 ," 466,700 ", 2 ," 2,440,800 ", 19 ,,," 640,400 ", 12 ," 4,022,100 ", 37 ," 76,482,500 ", 732 ," 200,000 ",,TX1090018,N,Municipal Long,Water Supply Corporation
216950,DEAN DALE SUD,water system,2022.0,N," 4,100 "," 94,972,069 "," 1,322 ",,," 1,280,990 ", 1 ,,,,,,," 96,253,059 "," 1,323 "," 8,780,534 ", 100 ,TX0390019,N,Municipal Long,Water Supply Corporation
607507,CONCHO RURAL WATER NORTH CONCHO LAKE EST,water system,2022.0,Y," 1,782 "," 38,064,700 ", 574 ,,," 6,717,300 ", 20 ,,,,,,," 44,782,000 ", 594 ,,,TX2260020,N,Municipal Long,Private/IOU
395350,CADDO BASIN SUD,water system,2022.0,N," 11,790 "," 416,999,315 "," 4,649 "," 494,100 ", 1 ," 5,224,800 ", 17 ," 15,532,600 ", 10 ," 7,269,800 ", 37 ," 130,025 ", 2 ," 445,650,640 "," 4,716 "," 14,943,800 ", 1 ,TX1160029,N,Municipal Long,Water Supply Corporation
342340,CITY OF GREENVILLE,water system,2022.0,N," 28,473 "," 615,133,187 "," 9,860 "," 159,108,400 "," 3,008 "," 647,119,397 "," 1,035 "," 86,541,200 ", 2 ," 15,948,700 ", 183 ,,," 1,523,850,884 "," 14,088 ",,,TX1160004,N,Municipal Long,Municipal
1102105,GUADALUPE BLANCO RIVER AUTHORITY,water system,,,,,,,,,,,,,,,,,,,,TX0290005,Y,Municipal Short,Authority
FALCON LAKE/RESERVOIR,FALCON LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
131700,CITY OF CAMP WOOD,water system,2022.0,N," 1,500 "," 19,519,650 ", 470 ,,," 4,777,710 ", 22 ,,," 1,761,260 ", 18 ,,," 26,058,620 ", 510 ,,,TX1930001,N,Municipal Long,Municipal
NUECES RUN OF RIVER,NUECES RUN OF RIVER,water source,,,,,,,,,,,,,,,,,,,,,,,
WEST TEXAS BOLSON AQUIFER,WEST TEXAS BOLSON AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
SAN JACINTO-BRAZOS RUN OF RIVER,SAN JACINTO-BRAZOS RUN OF RIVER,water source,,,,,,,,,,,,,,,,,,,,,,,
MILL CREEK LAKE/RESERVOIR,MILL CREEK LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
8860,ACTON MUD,water system,2022.0,N," 22,010 "," 871,902,907 "," 8,378 "," 7,684,475 ", 12 ," 19,481,592 ", 81 ,,," 8,633,165 ", 207 ,,," 907,702,139 "," 8,678 ",,,TX1110007,N,Municipal Long,District 
CANYON LAKE/RESERVOIR,CANYON LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
GUADALUPE RUN OF RIVER,GUADALUPE RUN OF RIVER,water source,,,,,,,,,,,,,,,,,,,,,,,
DUNLAP LAKE/RESERVOIR,DUNLAP LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
1103167,GUADALUPE BLANCO RIVER AUTHORITY GBRA LAKE DUNLAP,water system,,,,,,,,,,,,,,,,,,,,,,,
579,RUN OF THE RIVER,water system,,,,,,,,,,,,,,,,,,,,,,,
249050,CITY OF EASTLAND,water system,2022.0,N," 3,862 "," 101,388,000 "," 1,416 "," 10,385,000 ", 15 ," 51,130,000 ", 314 ," 15,379,000 ", 2 ," 9,532,000 ", 16 ,,," 209,621,000 "," 1,764 "," 95,000 ", 1 ,TX0670002,N,Municipal Long,Municipal
60200,CITY OF BEAUMONT WATER UTILITY DEPT,water system,2022.0,N," 115,282 "," 1,971,391,900 "," 34,676 "," 634,693,500 "," 13,681 "," 1,640,612,000 "," 3,963 "," 181,350,900 ", 31 ," 61,090,200 ", 123 ," 194,460,300 ", 766 ," 4,683,598,800 "," 53,240 "," 265,372,518 ",,TX1230001,N,Municipal Long,Municipal
953200,WICKSON CREEK SUD,water system,2022.0,N," 18,300 "," 669,275,000 "," 7,001 ",,," 20,889,500 ", 27 ," 8,442,900 ", 15 ,,,,," 698,607,400 "," 7,043 "," 33,200,000 ", 50 ,TX0210005,N,Municipal Long,District 
CEDAR CREEK LAKE/RESERVOIR - TRINITY,CEDAR CREEK LAKE/RESERVOIR - TRINITY,water source,,,,,,,,,,,,,,,,,,,,,,,
120,PANOLA COUNTY FWSD,water system,,,,,,,,,,,,,,,,,,,,,,,
1104854,SABINE RIVER AUTHORITY,water system,,,,,,,,,,,,,,,,,,,,,,,
932915,WESTON MUD,water system,2022.0,N," 7,062 "," 67,081,000 ", 800 ," 70,220,000 "," 1,483 "," 110,249,000 ", 154 ,,," 33,444,000 ", 9 ,,," 280,994,000 "," 2,446 "," 4,705,600 ", 3 ,TX1010634,N,Municipal Long,District 
138600,CITY OF CASTROVILLE,water system,2022.0,N," 3,913 "," 99,664,000 "," 1,170 "," 6,981,000 ", 247 ," 40,317,000 ", 312 ,,," 8,491,000 ", 192 ,,," 234,425,000 "," 1,923 "," 1,261,000 ", 191 ,TX1630005,N,Municipal Long,Municipal
60110,BAYTOWN AREA WATER AUTHORITY,water system,,,,,,,,,,,,,,,,,,,,TX1011742,Y,Municipal Short,Authority
184300,CITY OF COPPERAS COVE,water system,2022.0,N," 37,225 "," 960,074,107 "," 14,466 "," 20,476,933 ", 44 ," 398,825,375 ", 636 ,,," 39,223,792 ", 53 ,,," 1,418,600,207 "," 15,199 "," 65,719,531 "," 1,440 ",TX0500001,N,Municipal Long,Municipal
TRAVIS LAKE/RESERVOIR,TRAVIS LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
PINKSTON LAKE/RESERVOIR,PINKSTON LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
CENTER LAKE/RESERVOIR,CENTER LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
911600,CITY OF WACO,water system,2022.0,N," 143,956 "," 3,702,435,700 "," 44,204 "," 958,425,500 ", 962 ," 3,552,541,300 "," 4,783 "," 1,188,087,400 ", 70 ,,,,," 11,873,198,900 "," 50,020 ",,,TX1550008,N,Municipal Long,Municipal
547800,CITY OF MCGREGOR,water system,2022.0,Y," 4,900 ",," 1,782 ",,,,,,,,,,,," 1,782 ",,,TX1550004,N,Municipal Long,Municipal
STILLHOUSE HOLLOW LAKE/RESERVOIR,STILLHOUSE HOLLOW LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
60000,CITY OF BAYTOWN,water system,2022.0,N," 82,271 "," 1,095,756,000 "," 20,199 "," 778,817,000 "," 14,554 "," 462,145,000 "," 1,971 "," 847,465,000 ", 26 ," 452,573,000 ", 394 ,,," 3,636,756,000 "," 37,144 "," 167,572,048 ", 68 ,TX1010003,N,Municipal Long,Municipal
116250,CITY OF BYERS,water system,2022.0,Y, 496 ," 10,458,800 ", 233 ,,," 197,100 ", 12 ,,,,,,," 10,655,900 ", 245 ," 2,000,000 ", 50 ,TX0390003,N,Municipal Long,Municipal
1102906,MISSION BEND INTEGRATED SYSTEM,water system,,,,,,,,,,,,,,,,,,,,,,,
465000,CITY OF KERRVILLE,water system,2022.0,N," 24,527 "," 650,713,200 "," 8,175 "," 125,577,200 ", 383 ," 208,443,820 "," 1,317 "," 8,618,300 ", 3 ," 87,931,900 ", 269 ," 105,044,300 ", 492 ," 1,527,200,120 "," 10,648 ",,,TX1330001,N,Municipal Long,Municipal
148200,CITY OF CHICO,water system,2022.0,N," 1,100 "," 17,956,100 ", 429 ," 530,900 ", 22 ," 2,962,300 ", 38 ," 12,256,800 ", 14 ," 2,882,400 ", 24 ,,," 41,642,800 ", 528 ," 3,667,000 ", 35 ,TX2490004,N,Municipal Long,Municipal
149000,CITY OF CHILDRESS,water system,2022.0,Y," 6,100 "," 158,813,657 "," 1,836 ",,," 123,606,164 ", 303 ," 101,513,938 ", 1 ,,,,," 383,933,759 "," 2,140 ",,,TX0380001,N,Municipal Long,Municipal
20,GREENBELT MIWA,water system,,,,,,,,,,,,,,,,,,,,TX0650013,Y,Municipal Short,Authority
150620,CHIMNEY HILL MUD,water system,2022.0,N," 5,445 "," 129,997,000 "," 1,744 ",,," 34,915,000 ", 69 ,,," 2,548,000 ", 2 ,,," 189,860,000 "," 1,815 "," 7,497,010 ",,TX1010910,N,Municipal Long,District 
1103832,CHINA SPRING RANCHES,water system,,,,,,,,,,,,,,,,,,,,TX0180082,N,Municipal Long,Private/IOU
380400,CITY OF HENDERSON,water system,2022.0,N," 13,700 "," 307,472,300 "," 4,239 "," 45,922,860 ", 95 ," 71,340,630 ", 582 ," 88,792,506 ", 28 ," 333,392,300 ", 165 ," 9,059,160 ",," 855,979,756 "," 5,109 "," 12,519,000 ",,TX2010001,N,Municipal Long,Municipal
778200,CITY OF SCHERTZ,water system,2022.0,N," 41,948 "," 1,546,773,300 "," 14,830 "," 65,766,400 "," 1,401 "," 217,521,700 ", 887 ,,," 48,243,200 ", 126 ,,," 1,878,304,600 "," 17,244 "," 55,698,280 ",,TX0940003,N,Municipal Long,Municipal
133134,CRWA LAKE DUNLAP WTP,water system,,,,,,,,,,,,,,,,,,,,TX0940091,Y,Municipal Short,Authority
370081,HARRIS COUNTY MUD 81,water system,2022.0,N," 11,517 "," 270,395,300 "," 3,083 "," 37,187,000 ", 703 ," 32,724,000 ", 84 ,,," 4,044,000 ", 7 ,,," 344,350,300 "," 3,877 "," 2,945,690 ", 8 ,TX1010581,N,Municipal Long,District 
153276,CINCO MUD 1,water system,2022.0,N, 948 ," 67,217,000 ", 312 ,,," 1,718,000 ", 3 ,,," 1,058,000 ", 6 ," 28,188,000 ", 32 ," 98,181,000 ", 353 ," 164,000 ", 1 ,TX0790274,N,Municipal Long,District 
CISCO LAKE/RESERVOIR,CISCO LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
BLOSSOM AQUIFER,BLOSSOM AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
651900,CITY OF PASADENA,water system,2022.0,N," 152,000 "," 1,972,459,319 "," 31,439 "," 1,306,849,720 ", 365 ," 843,078,230 "," 2,559 "," 761,904,300 ", 54 ," 1,098,853,760 ", 317 ," 314,107,546 "," 1,629 "," 6,297,252,875 "," 36,363 ",,,TX1010293,N,Municipal Long,Municipal
159000,CLEAR LAKE CITY WATER AUTHORITY,water system,2022.0,N," 75,024 "," 1,613,510,000 "," 17,965 "," 438,143,000 "," 8,133 "," 391,992,000 ", 449 ,,," 140,763,000 ", 119 ," 123,987,000 ", 478 ," 2,770,243,000 "," 27,149 "," 321,190,604 ", 5 ,TX1010056,N,Municipal Long,Authority
355,AQUILLA CREEK,water system,,,,,,,,,,,,,,,,,,,,,,,
PAT CLEBURNE LAKE/RESERVOIR,PAT CLEBURNE LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
160200,CITY OF CLEBURNE,water system,2022.0,N," 31,999 "," 768,494,183 "," 10,661 "," 63,173,064 ", 256 ," 209,283,885 "," 1,205 "," 819,933,709 ", 102 ," 135,896,326 ", 340 ,,," 2,302,917,167 "," 12,566 "," 32,000,000 ", 210 ,TX1260003,N,Municipal Long,Municipal
423502,INDIGO LAKES WATER SYSTEM,water system,2022.0,N," 2,517 "," 120,553,000 ", 839 ,,,,,,,,,,," 120,553,000 ", 839 ,,,TX1700576,N,Municipal Long,Private/IOU
162600,CITY OF CLUTE,water system,2022.0,N," 10,604 "," 151,115,300 "," 2,791 "," 89,737,300 "," 2,147 "," 85,436,100 ", 395 ," 21,788,700 ", 1 ," 24,007,900 ", 44 ," 25,010,700 ", 114 ," 397,096,000 "," 5,492 "," 28,722,809 ",,TX0200004,N,Municipal Long,Municipal
CLYDE LAKE/RESERVOIR,CLYDE LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
398650,HOWARD COUNTY WCID 1,water system,,,,,,,,,,,,,,,,,,,,TX1140030,Y,Municipal Short,District 
733500,CITY OF ROBERT LEE,water system,2022.0,N," 1,025 "," 35,908,000 ", 595 ," 2,995,000 ", 46 ," 5,125,000 ", 27 ,,," 3,971,000 ", 33 ,,," 47,999,000 ", 701 ," 255,000 ", 2 ,TX0410002,N,Municipal Long,Municipal
165200,CITY OF COLEMAN,water system,2022.0,N," 3,998 "," 106,068,000 "," 1,927 "," 6,460,000 ", 263 ," 32,244,000 ", 313 ," 2,000 ", 1 ," 11,731,000 ", 71 ,,," 157,769,000 "," 2,576 ",,,TX0420001,N,Municipal Long,Municipal
98360,BROOKESMITH SPECIAL UTILITY DISTRICT,water system,2022.0,N," 12,564 "," 269,479,500 "," 3,983 "," 3,554,000 ", 4 ," 11,839,100 ", 62 ," 197,700 ", 4 ," 11,268,400 ", 22 ," 46,660,000 ", 113 ," 342,998,700 "," 4,188 "," 44,217,352 ", 5 ,TX0250004,N,Municipal Long,District 
GUADALUPE BASIN,GUADALUPE BASIN,water source,,,,,,,,,,,,,,,,,,,,,,,
COLEMAN LAKE/RESERVOIR,COLEMAN LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
HORDS CREEK LAKE/RESERVOIR,HORDS CREEK LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
SCARBOROUGH LAKE/RESERVOIR,SCARBOROUGH LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
847509,CITY OF TERRELL,water system,2022.0,N," 18,897 "," 291,423,000 "," 5,582 "," 96,267,100 "," 2,135 "," 135,406,300 ", 897 ," 34,303,100 ", 8 ," 46,215,700 ", 22 ," 56,864,500 ", 240 ," 660,479,700 "," 8,884 ",,,TX1290006,N,Municipal Long,Municipal
165400,CITY OF COLLEGE STATION,water system,2022.0,N," 103,770 "," 2,550,860,000 "," 24,152 "," 1,066,212,000 "," 15,960 "," 1,310,256,000 "," 1,395 ",,,,,,," 4,946,283,590 "," 41,508 "," 21,687,000 ",,TX0210002,N,Municipal Long,Municipal
1104690,TRA TARRANT COUNTY WATER PROJECT,water system,,,,,,,,,,,,,,,,,,,,TX2200199,Y,Municipal Short,District 
166810,CITY OF THE COLONY,water system,2022.0,N," 45,900 "," 1,272,106,000 "," 13,398 "," 259,798,000 "," 6,128 "," 501,768,000 "," 1,093 ",,," 43,071,000 ", 97 ,,," 2,155,851,000 "," 20,717 "," 69,708,700 ", 126 ,TX0610081,N,Municipal Long,Municipal
PECOS AQUIFER,PECOS AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
692700,POST OAK SUD,water system,2022.0,Y," 2,865 "," 65,893,550 ", 848 ,,,,," 6,895,230 ", 2 ," 46,086,900 ", 5 ," 2,100,000 ", 100 ," 120,975,680 ", 955 ," 27,267,620 ", 45 ,TX1090030,N,Municipal Long,District 
280,UPPER LEON RIVER MWD,water system,2022.0,N," 2,880 "," 59,001,027 ", 900 ,,," 21,263,591 ", 60 ,,,,,,," 80,264,618 ", 960 ,,,TX0470015,N,Municipal Long,District 
176300,CITY OF COMANCHE,water system,2022.0,N," 4,335 "," 72,106,941 "," 1,495 "," 8,085,304 ", 256 ," 19,352,200 ", 218 ," 3,215,800 ", 4 ," 14,136,031 ", 76 ,,," 116,896,276 "," 2,049 "," 2,255,440 ", 202 ,TX0470001,N,Municipal Long,Municipal
927665,WESTBOUND WSC,water system,2022.0,N," 2,865 "," 49,847,837 ", 868 ,,," 20,567,000 ", 87 ,,,,,,," 70,414,837 ", 955 ,,,TX0670027,N,Municipal Long,Water Supply Corporation
334600,CITY OF GRANBURY,water system,2022.0,N," 11,424 "," 474,909,331 "," 5,240 "," 31,610,147 ", 70 ," 402,394,142 "," 1,116 ",,," 43,873,304 ", 130 ,,," 1,188,483,924 "," 6,557 "," 100,000 ", 1 ,TX1110001,N,Municipal Long,Municipal
368810,HARLINGEN WATER WORKS SYSTEM,water system,2022.0,N," 84,607 "," 1,895,272,169 "," 25,766 "," 379,712,739 ", 963 ," 822,269,882 "," 4,021 "," 102,455,600 ", 41 ," 312,496,800 ", 816 ,,," 3,652,792,190 "," 31,611 "," 719,393,489 ", 178 ,TX0310002,N,Municipal Long,Municipal
175400,KENDALL COUNTY WCID 1,water system,2022.0,N," 3,057 "," 57,546,882 ", 618 ," 29,839,124 ", 248 ," 11,617,294 ", 132 ,,," 7,565,000 ", 21 ,,," 106,568,300 "," 1,019 "," 101,000 ",,TX1300002,N,Municipal Long,District 
TAWAKONI LAKE/RESERVOIR,TAWAKONI LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
LIPAN AQUIFER,LIPAN AQUIFER,water source,,,,,,,,,,,,,,,,,,,,,,,
282850,FAULKEY GULLY MUD,water system,2022.0,N," 8,193 "," 180,989,000 "," 2,536 ",,," 20,244,000 ", 81 ,,,,," 22,106,000 ", 114 ," 223,339,000 "," 2,731 "," 60,000 ",,TX1011602,N,Municipal Long,District 
1102438,GREENFIELD FOREST,water system,,,,,,,,,,,,,,,,,,,,,,,
268600,CITY OF ENNIS,water system,2022.0,N," 21,303 "," 472,139,000 "," 6,177 "," 91,291,000 ", 58 ," 389,998,000 ", 779 ," 108,372,000 ", 5 ,,,,," 1,061,800,000 "," 7,019 "," 69,017,000 "," 1,243 ",TX0700001,N,Municipal Long,Municipal
267000,CITY OF EMORY,water system,2022.0,N," 3,663 "," 43,990,122 ", 988 ," 6,484,610 ", 9 ," 20,162,340 ", 161 ,,," 7,290,210 ", 54 ,,," 77,927,282 "," 1,212 "," 36,463,720 ",,TX1900001,N,Municipal Long,Municipal
881200,CITY OF TYLER,water system,2022.0,N," 107,000 "," 3,426,463,000 "," 32,074 "," 749,535,000 ", 523 ," 1,871,519,000 "," 3,898 "," 436,478,000 ", 40 ," 512,257,000 ", 390 ," 259,637,000 ", 342 ," 7,569,275,000 "," 37,267 "," 3,609,958,932 ", 1 ,TX2120004,N,Municipal Long,Municipal
180195,CONROE BAY WATER SEWER SUPPLY,water system,2022.0,Y, 339 ," 4,172,000 ", 113 ,,," 1,076,000 ", 3 ,,,,,,," 5,248,000 ", 116 ," 458,210 ",,TX1700225,N,Municipal Long,Private/IOU
1103810,SJRA GRP SW TREATMENT PLANT,water system,,,,,,,,,,,,,,,,,,,,TX1700822,Y,Municipal Short,Authority
197116,BENNETT WOODS,water system,2022.0,Y, 728 ," 15,507,322 ", 182 ,,,,,,,,,,," 15,507,322 ", 182 ,,,TX1700290,N,Municipal Long,Private/IOU
1103169,CRWA WELLS RANCH,water system,,,,,,,,,,,,,,,,,,,,TX0940096,Y,Municipal Short,Authority
183600,CITY OF CONVERSE,water system,2022.0,N," 28,266 "," 547,917,470 "," 7,658 "," 56,752,614 "," 1,441 "," 56,658,829 ", 270 ," 13,631,779 ", 9 ," 24,339,127 ", 34 ,,," 711,135,830 "," 9,422 ",,,TX0150047,N,Municipal Long,Municipal
182900,HILLS OF BRIAR OAKS,water system,2022.0,N, 460 ," 16,327,000 ", 175 ,,,,,,,,,,," 16,327,000 ", 175 ," 3,000 ",,TX2490049,N,Municipal Long,Private/IOU
COOPER CITY/BIG CREEK LAKE/RESERVOIR,COOPER CITY/BIG CREEK LAKE/RESERVOIR,water source,,,,,,,,,,,,,,,,,,,,,,,
737800,CITY OF ROCKPORT,water system,2022.0,N," 37,314 "," 688,084,800 "," 8,316 "," 79,394,400 ", 959 ," 114,680,800 "," 1,386 ",,,,,,," 882,160,000 "," 10,661 "," 22,054,458 ",,TX0040002,N,Municipal Long,Municipal
280825,CITY OF FARMERSVILLE,water system,2022.0,N," 4,400 "," 108,155,000 "," 1,533 ",,," 43,671,000 ", 220 ," 9,574,300 ", 23 ," 3,407,400 ", 19 ,,," 164,807,700 "," 1,795 "," 13,445,332 ",,TX0430004,N,Municipal Long,Municipal
