Year,TWDB Seller Survey No,PWS Name,Seller County,Seller Water Type, Seller Volume Reported ,Buyer Survey No,Buyer Name,Buyer Water Type, Buyer Volume Reported ,Buyer NAICS Code, Volume Used In Net Use ,Volume Source Used In Net Use
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,436920,JEFFERSON COUNTY WCID 10,Surface Water," 167,489,000 ",N/A," 167,489,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,573520,EXXON MOBIL CORPORATION-BEAUMONT REFINERY,Surface Water," 7,106,350,000 ",324110," 7,106,350,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,573561,EXXON MOBIL CORPORATION-BEAUMONT CHEMICAL PLANT,Surface Water," 1,813,651,000 ",325199," 1,813,651,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,573563,EXXON MOBIL CORPORATION-BEAUMONT POLYETHYLENE PLANT,Surface Water," 1,136,007,000 ",325211," 1,136,007,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,597050,CITY OF NEDERLAND,Surface Water," 867,223,000 ",N/A," 867,223,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,623590,CHEMTRADE REFINERY SERVICES INC,Surface Water," 132,890,000 ",325180," 132,890,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,656302,ARKEMA INC-FINE CHEMICALS GROUP,Surface Water," 104,990,000 ",325199," 104,990,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,690350,CITY OF PORT ARTHUR,Surface Water," 6,871,550,187 ",N/A," 6,871,550,187 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,691750,CITY OF PORT NECHES,Surface Water," 588,892,000 ",N/A," 588,892,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,831300,SUNOCO PARTNERS MARKETING & TERMINALS LP-ENERGY TRANSFER NEDERLAND TERMINAL,Surface Water," 458,640,000 ",493190," 458,640,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,847575,INDORAMA VENTURES OXIDES LLC-PORT NECHES OPERATIONS,Surface Water," 5,484,700,000 ",325110," 5,484,700,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,850400,MOTIVA ENTERPRISES LLC-PORT ARTHUR REFINERY,Surface Water," 11,162,918,000 ",324110," 11,162,918,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,886540,Linde Inc.-GROVES PLANT,Surface Water," 360,000 ",325120," 360,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,886760,PHILLIPS 66 PIPELINE LLC-BEAUMONT TERMINAL,Surface Water," 13,361,946 ",424710," 13,361,946 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,900800,BASF CORPORATION-BEAUMONT PLANT,Surface Water," 316,421,650 ",325320," 316,421,650 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,931905,WEST JEFFERSON COUNTY MWD,Surface Water," 344,260,000 ",N/A," 344,260,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,952400,TRINITY BAY CONSERVATION DISTRICT-WINNIE & STOWELL SYSTEMS,Surface Water," 311,488,000 ",N/A," 311,488,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,1103369,BASF CORPORATION-PORT ARTHUR PLANT,Surface Water," 2,642,310,000 ",325110," 2,642,310,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,1103560,TEXAS PETROCHEMICAL - JEFFERSON,Surface Water," 1,181,715,000 ",424690," 1,181,715,000 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,1104954,NATGASOLINE LLC,Surface Water," 1,762,646,138 ",325120," 1,762,646,138 ",BUYER-VOLUME
2022,140,LOWER NECHES VALLEY AUTHORITY,JEFFERSON,N/A, -   ,1106342,ENERGY TRANSFER PARTNERS,Surface Water," 458,640,000 ",339999," 458,640,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,13000,CITY OF ALLEN,Surface Water," 6,451,085,000 ",N/A," 6,451,085,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,138350,CASH SUD,Surface Water," 354,795,000 ",N/A," 354,795,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,165300,COLLEGE MOUND SUD,Surface Water," 159,810,000 ",N/A," 159,810,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,183910,COPEVILLE SUD,Surface Water," 136,206,000 ",N/A," 136,206,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,189000,CITY OF CRANDALL,Surface Water," 236,118,000 ",N/A," 236,118,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,248750,EAST FORK SUD,Surface Water," 748,485,000 ",N/A," 748,485,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,277800,TOWN OF FAIRVIEW,Surface Water," 1,121,345,000 ",N/A," 1,121,345,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,280825,CITY OF FARMERSVILLE,Surface Water," 261,000,000 ",N/A," 261,000,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,282810,CITY OF FATE,Surface Water," 943,040,000 ",N/A," 943,040,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,293600,CITY OF FORNEY,Surface Water," 3,058,788,000 ",N/A," 3,058,788,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,293750,FORNEY LAKE WSC,Surface Water," 678,668,000 ",N/A," 678,668,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,307200,CITY OF FRISCO,Surface Water," 15,243,990,000 ",N/A," 15,243,990,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,318600,CITY OF GARLAND,Surface Water," 12,099,871,000 ",N/A," 12,099,871,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,318601,GARLAND POWER & LIGHT-RAY OLINGER STEAM ELECT PLANT,Surface Water," 26,917,932 ",221112," 26,917,932 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,319950,GASTONIA SCURRY SUD,Surface Water," 336,427,000 ",N/A," 336,427,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,395350,CADDO BASIN SUD,Surface Water," 481,398,000 ",N/A," 481,398,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,440540,CITY OF JOSEPHINE,Surface Water," 261,283,226 ",N/A," 261,283,226 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,458650,CITY OF KAUFMAN,Surface Water," 469,407,000 ",N/A," 469,407,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,487400,BEAR CREEK S.U.D.,Surface Water," 547,707,000 ",N/A," 547,707,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,502550,TOWN OF LITTLE ELM,Surface Water," 1,933,410,000 ",N/A," 1,933,410,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,519215,CITY OF LUCAS,Surface Water," 751,188,000 ",N/A," 751,188,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,548600,CITY OF MCKINNEY,Surface Water," 12,507,389,000 ",N/A," 12,507,389,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,554200,CITY OF MELISSA-CITY WATER DEPARTMENT,Surface Water," 311,753,003 ",N/A," 311,753,003 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,562200,CITY OF MESQUITE,Surface Water," 7,465,986,000 ",N/A," 7,465,986,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,569960,MILLIGAN WSC,Surface Water," 125,330,000 ",N/A," 125,330,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,583020,MOUNT ZION WSC,Surface Water," 11,602,200 ",N/A," 11,602,200 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,587650,CITY OF MURPHY,Surface Water," 1,664,329,000 ",N/A," 1,664,329,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,599300,NEVADA SUD,Surface Water," 148,984,000 ",N/A," 148,984,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,607505,NORTH COLLIN SUD,Surface Water," 374,896,000 ",N/A," 374,896,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,653870,CITY OF PARKER,Surface Water," 729,495,000 ",N/A," 729,495,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,685400,CITY OF PLANO,Surface Water," 23,042,186,000 ",N/A," 23,042,186,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,701400,CITY OF PRINCETON,Surface Water," 1,590,949,000 ",N/A," 1,590,949,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,703000,TOWN OF PROSPER,Surface Water," 3,397,891,000 ",N/A," 3,397,891,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,724200,CITY OF RICHARDSON,Surface Water," 10,598,375,000 ",N/A," 10,598,375,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,739400,CITY OF ROCKWALL,Surface Water," 4,925,025,000 ",N/A," 4,925,025,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,742645,ROSE HILL SUD,Surface Water," 123,400,000 ",N/A," 123,400,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,749000,CITY OF ROWLETT,Surface Water," 2,854,865,000 ",N/A," 2,854,865,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,750700,CITY OF ROYSE CITY,Surface Water," 943,880,000 ",N/A," 943,880,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,759750,CITY OF SACHSE,Surface Water," 1,348,070,000 ",N/A," 1,348,070,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,783125,SEIS LAGOS UD,Surface Water," 169,172,000 ",N/A," 169,172,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,830155,TOWN OF SUNNYVALE,Surface Water," 803,237,000 ",N/A," 803,237,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,847509,CITY OF TERRELL,Surface Water," 1,462,868,000 ",N/A," 1,462,868,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,957600,CITY OF WYLIE,Surface Water," 2,060,170,000 ",N/A," 2,060,170,000 ",BUYER-VOLUME
2023,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,957605,WYLIE NORTHEAST SUD,Surface Water," 407,048,000 ",N/A," 407,048,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,13000,CITY OF ALLEN,Surface Water," 6,424,160,000 ",N/A," 6,424,160,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,138350,CASH SUD,Surface Water," 361,037,000 ",N/A," 361,037,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,165300,COLLEGE MOUND SUD,Surface Water," 127,421,800 ",N/A," 127,421,800 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,183910,COPEVILLE SUD,Surface Water," 145,148,000 ",N/A," 145,148,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,189000,CITY OF CRANDALL,Surface Water," 197,813,000 ",N/A," 197,813,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,248750,EAST FORK SUD,Surface Water," 718,901,000 ",N/A," 718,901,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,277800,TOWN OF FAIRVIEW,Surface Water," 1,030,196,000 ",N/A," 1,030,196,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,280825,CITY OF FARMERSVILLE,Surface Water," 279,250,000 ",N/A," 279,250,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,282810,CITY OF FATE,Surface Water," 834,459,000 ",N/A," 834,459,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,293600,CITY OF FORNEY,Surface Water," 3,153,126,438 ",N/A," 3,153,126,438 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,293750,FORNEY LAKE WSC,Surface Water," 645,115,000 ",N/A," 645,115,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,307200,CITY OF FRISCO,Surface Water," 14,009,235,000 ",N/A," 14,009,235,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,318600,CITY OF GARLAND,Surface Water," 11,365,759,000 ",N/A," 11,365,759,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,318601,GARLAND POWER & LIGHT-RAY OLINGER STEAM ELECT PLANT,Surface Water," 29,978,004 ",221112," 29,978,004 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,319950,GASTONIA SCURRY SUD,Surface Water," 335,583,400 ",N/A," 335,583,400 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,395350,CADDO BASIN SUD,Surface Water," 509,107,000 ",N/A," 509,107,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,440540,CITY OF JOSEPHINE,Surface Water," 245,700,000 ",N/A," 245,700,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,458650,CITY OF KAUFMAN,Surface Water," 462,312,000 ",N/A," 462,312,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,487400,BEAR CREEK S.U.D.,Surface Water," 420,847,000 ",N/A," 420,847,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,502550,TOWN OF LITTLE ELM,Surface Water," 1,810,560,000 ",N/A," 1,810,560,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,519215,CITY OF LUCAS,Surface Water," 757,054,000 ",N/A," 757,054,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,548600,CITY OF MCKINNEY,Surface Water," 12,319,789,000 ",N/A," 12,319,789,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,554200,CITY OF MELISSA-CITY WATER DEPARTMENT,Surface Water," 358,939,000 ",N/A," 358,939,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,562200,CITY OF MESQUITE,Surface Water," 7,099,506,000 ",N/A," 7,099,506,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,569960,MILLIGAN WSC,Surface Water," 94,853,000 ",N/A," 94,853,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,583020,MOUNT ZION WSC,Surface Water," 113,553,000 ",N/A," 113,553,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,587650,CITY OF MURPHY,Surface Water," 1,646,053,000 ",N/A," 1,646,053,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,599300,NEVADA SUD,Surface Water," 141,097,000 ",N/A," 141,097,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,607505,NORTH COLLIN SUD,Surface Water," 376,635,000 ",N/A," 376,635,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,653870,CITY OF PARKER,Surface Water," 674,682,000 ",N/A," 674,682,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,685400,CITY OF PLANO,Surface Water," 22,052,839,000 ",N/A," 22,052,839,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,701400,CITY OF PRINCETON,Surface Water," 1,353,170,000 ",N/A," 1,353,170,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,703000,TOWN OF PROSPER,Surface Water," 2,991,431,000 ",N/A," 2,991,431,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,724200,CITY OF RICHARDSON,Surface Water," 9,867,594,000 ",N/A," 9,867,594,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,739400,CITY OF ROCKWALL,Surface Water," 4,712,686,000 ",N/A," 4,712,686,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,742645,ROSE HILL SUD,Surface Water," 127,330,000 ",N/A," 127,330,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,749000,CITY OF ROWLETT,Surface Water," 2,724,984,000 ",N/A," 2,724,984,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,750700,CITY OF ROYSE CITY,Surface Water," 891,396,000 ",N/A," 891,396,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,759750,CITY OF SACHSE,Surface Water," 1,306,127,000 ",N/A," 1,306,127,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,783125,SEIS LAGOS UD,Surface Water," 170,560,000 ",N/A," 170,560,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,830155,TOWN OF SUNNYVALE,Surface Water," 798,000,000 ",N/A," 798,000,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,847509,CITY OF TERRELL,Surface Water," 1,490,033,000 ",N/A," 1,490,033,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,957600,CITY OF WYLIE,Surface Water," 1,857,140,000 ",N/A," 1,857,140,000 ",BUYER-VOLUME
2022,160,NORTH TEXAS MWD WYLIE WTP,COLLIN,N/A, -   ,957605,WYLIE NORTHEAST SUD,Surface Water," 372,336,000 ",N/A," 372,336,000 ",BUYER-VOLUME
2023,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,13686,RTP COMPANY - LATEXO,Surface Water," 50,606,000 ",325991," 50,606,000 ",BUYER-VOLUME
2023,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,193000,CITY OF CROCKETT,Surface Water," 376,936,000 ",N/A," 376,936,000 ",BUYER-VOLUME
2023,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,516400,CITY OF LOVELADY,Surface Water," 519,756 ",N/A," 519,756 ",BUYER-VOLUME
2023,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,1103427,THE CONSOLIDATED WSC-CENTRAL SYSTEM,Surface Water," 217,702,651 ",N/A," 217,702,651 ",BUYER-VOLUME
2022,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,13686,RTP COMPANY - LATEXO,Surface Water," 54,972,000 ",325991," 54,972,000 ",BUYER-VOLUME
2022,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,193000,CITY OF CROCKETT,Surface Water," 358,688,000 ",N/A," 358,688,000 ",BUYER-VOLUME
2022,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,516400,CITY OF LOVELADY,Surface Water," 2,449,782 ",N/A," 2,449,782 ",BUYER-VOLUME
2022,220,HOUSTON COUNTY WCID 1,HOUSTON,N/A, -   ,1103427,THE CONSOLIDATED WSC-CENTRAL SYSTEM,Surface Water," 220,305,927 ",N/A," 220,305,927 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,174050,COMANCHE COUNTY WSC-BEATTIE WATER SYSTEM,Surface Water," 27,835,443 ",N/A," 27,835,443 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,176300,CITY OF COMANCHE,Surface Water," 186,064,315 ",N/A," 186,064,315 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,219600,CITY OF DE LEON,Surface Water," 68,120,633 ",N/A," 68,120,633 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,240400,CITY OF DUBLIN,Surface Water," 107,320,000 ",N/A," 107,320,000 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,330479,GOLDEN PEANUT COMPANY-COMYN,Surface Water," 1,047,294 ",311911," 1,047,294 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,333800,CITY OF GORMAN,Surface Water," 31,309,310 ",N/A," 31,309,310 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,367600,CITY OF HAMILTON,Surface Water," 296,561,000 ",N/A," 296,561,000 ",BUYER-VOLUME
2023,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,824200,CITY OF STEPHENVILLE,Surface Water," 18,412,478 ",N/A," 18,412,478 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 27,835,443 ",174050,COMANCHE COUNTY WSC-BEATTIE WATER SYSTEM,Surface Water," 27,835,443 ",N/A," 27,835,443 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 170,129,490 ",176300,CITY OF COMANCHE,Surface Water," 167,242,510 ",N/A," 167,242,510 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 50,998,384 ",219600,CITY OF DE LEON,Surface Water," 50,998,384 ",N/A," 50,998,384 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 121,190,500 ",240400,CITY OF DUBLIN,Surface Water," 107,320,000 ",N/A," 121,190,500 ",SELLER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,N/A, -   ,330479,GOLDEN PEANUT COMPANY-COMYN,Surface Water," 919,117 ",311911," 919,117 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 36,695,720 ",333800,CITY OF GORMAN,Surface Water," 38,469,706 ",N/A," 38,469,706 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 318,336,694 ",367600,CITY OF HAMILTON,Surface Water," 318,336,694 ",N/A," 318,336,694 ",BUYER-VOLUME
2022,280,UPPER LEON RIVER MWD,COMANCHE,Surface Water," 22,390,183 ",824200,CITY OF STEPHENVILLE,Surface Water," 22,390,183 ",N/A," 22,390,183 ",BUYER-VOLUME
2023,290,WHITE RIVER MWD,CROSBY,N/A, -   ,193800,CITY OF CROSBYTON,Surface Water," 59,520,920 ",N/A," 59,520,920 ",BUYER-VOLUME
2023,290,WHITE RIVER MWD,CROSBY,N/A, -   ,692600,CITY OF POST,Surface Water," 113,808,970 ",N/A," 113,808,970 ",BUYER-VOLUME
2023,290,WHITE RIVER MWD,CROSBY,N/A, -   ,717800,CITY OF RALLS,Surface Water," 86,675,000 ",N/A," 86,675,000 ",BUYER-VOLUME
2023,290,WHITE RIVER MWD,CROSBY,N/A, -   ,820200,CITY OF SPUR,Surface Water," 68,418,000 ",N/A," 68,418,000 ",BUYER-VOLUME
2022,290,WHITE RIVER MWD,CROSBY,N/A," 58,403,000 ",193800,CITY OF CROSBYTON,Surface Water," 69,777,960 ",N/A," 69,777,960 ",BUYER-VOLUME
2022,290,WHITE RIVER MWD,CROSBY,N/A," 108,343,000 ",692600,CITY OF POST,Surface Water," 108,343,000 ",N/A," 108,343,000 ",BUYER-VOLUME
2022,290,WHITE RIVER MWD,CROSBY,N/A," 75,096,000 ",717800,CITY OF RALLS,Surface Water," 79,027,930 ",N/A," 79,027,930 ",BUYER-VOLUME
2022,290,WHITE RIVER MWD,CROSBY,N/A," 81,442,000 ",820200,CITY OF SPUR,Surface Water," 52,237,000 ",N/A," 52,237,000 ",BUYER-VOLUME
