TWDB Survey Number,TCEQ PWS Code,PWS Name,Wholesale System?,Water Use Survey Form Type,PWS System Class
106410,TX2210003,CITY OF BUFFALO GAP,N,Municipal Long,Municipal
106450,TX0700070,BUFFALO HILLS WATER SYSTEM,N,Municipal Long,Private/IOU
106900,TX2120006,CITY OF BULLARD,N,Municipal Long,Municipal
106930,TX1000067,BULLOCKS MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
107200,TX1210003,JASPER COUNTY WCID 1,N,Municipal Long,District 
107700,TX2100032,BUENA VISTA WSC,N,Municipal Long,Water Supply Corporation
108000,TX1010106,CITY OF BUNKER HILL VILLAGE,N,Municipal Long,Municipal
109600,TX2430005,CITY OF BURKBURNETT,N,Municipal Long,Municipal
109800,TX1760003,BURKEVILLE WSC,N,Municipal Long,Water Supply Corporation
109925,TX0190015,BURNS REDBANK WSC,N,Municipal Long,Water Supply Corporation
112000,TX1260002,CITY OF BURLESON,N,Municipal Long,Municipal
112050,TX0260005,BURLESON COUNTY MUD 1,N,Municipal Long,District 
113600,TX0270001,CITY OF BURNET,N,Municipal Long,Municipal
113625,TX0270042,AUSTIN AQUA SYSTEM,N,Municipal Long,Private/IOU
115100,TX2390002,CITY OF BURTON,N,Municipal Long,Municipal
115300,TX1880002,BUSHLAND WSC,N,Municipal Long,Water Supply Corporation
115350,TX0810013,BUTLER WSC,N,Municipal Long,Water Supply Corporation
116000,TX1090048,CITY OF BYNUM BLACKLAND SYSTEM,N,Municipal Long,Municipal
116250,TX0390003,CITY OF BYERS,N,Municipal Long,Municipal
127025,TX1710003,CITY OF CACTUS,N,Municipal Long,Municipal
127051,TX2260101,RED CREEK MUD,N,Municipal Long,District 
127131,TX2270342,CANYON RIDGE SPRINGS,N,Municipal Long,Private/IOU
127420,TX1020019,CADDO LAKE WSC,N,Municipal Long,Water Supply Corporation
127500,TX1160001,CITY OF CADDO MILLS,N,Municipal Long,Municipal
127570,TX1700473,CADDO VILLAGE,N,Municipal Long,Private/IOU
127575,TX0260007,CADE LAKES WSC,N,Municipal Long,Water Supply Corporation
127600,TX0150247,CADILLAC WATER,N,Municipal Long,Water Supply Corporation
127675,TX1260073,CAHILL COUNTRY WATER SYSTEM,N,Municipal Long,Private/IOU
128200,TX0260001,CITY OF CALDWELL,N,Municipal Long,Municipal
128260,TX0290007,GBRA CALHOUN COUNTY RURAL WATER SYSTEM,N,Municipal Long,District 
129000,TX2470016,SEVEN OAKS WATER SUPPLY,N,Municipal Long,Private/IOU
129450,TX1560001,MCMULLEN COUNTY WCID 2,N,Municipal Long,District 
129600,TX0490013,CITY OF CALLISBURG,N,Municipal Long,Municipal
129800,TX1980002,CITY OF CALVERT,N,Municipal Long,Municipal
130690,TX1660001,CITY OF CAMERON,N,Municipal Long,Municipal
130695,TX0310005,LAGUNA MADRE WATER DISTRICT,N,Municipal Long,District 
130745,TX2040040,CAMILLA COVES,N,Municipal Long,Private/IOU
130750,TX2040002,CAMILLA WSC,N,Municipal Long,Water Supply Corporation
130900,TX1160017,CAMPBELL WSC,N,Municipal Long,Water Supply Corporation
131700,TX1930001,CITY OF CAMP WOOD,N,Municipal Long,Municipal
132200,TX1060001,CANADIAN MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
132210,TX1610087,CANEY CREEK MUD OF MATAGORDA COUNTY,N,Municipal Long,District 
132230,TX1890011,CANDELARIA WSC,N,Municipal Long,Water Supply Corporation
132275,TX1010532,CANDLELIGHT HILLS SUBDIVISION,N,Municipal Long,Municipal
132600,TX2340001,CITY OF CANTON,N,Municipal Long,Municipal
133000,TX1910001,CANYON MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
133090,TX0460022,CANYON SPRINGS WATER,N,Municipal Long,Private/IOU
133095,TX0680051,CANYON DAM MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
133098,TX1110070,CANYON CREEK ADDITION,N,Municipal Long,Private/IOU
133118,TX0460019,CLWSC CANYON LAKE SHORES,N,Municipal Long,Private/IOU
133122,TX1013393,ROCKY CREEK ESTATES,N,Municipal Long,Water Supply Corporation
133133,TX1870034,CANYON PARK WSC,N,Municipal Long,Water Supply Corporation
133134,TX0940091,CRWA LAKE DUNLAP WTP,Y,Municipal Short,Authority
133135,TX1910026,AMBERWOOD WATER SYSTEM,N,Municipal Long,Private/IOU
133137,TX0280024,CRWA HAYS CALDWELL WTP,Y,Municipal Short,Authority
133330,TX2040005,CAPE ROYALE UTILITY DISTRICT,N,Municipal Long,District 
133338,TX1700065,CAPE MALIBU WSC,N,Municipal Long,Water Supply Corporation
133500,TX0670015,CITY OF CARBON,N,Municipal Long,Municipal
133600,TX1230020,CARDINAL MEADOWS IMPROVEMENT DISTRICT,N,Municipal Long,District 
133605,TX1300010,CARDINAL MOTOR HOME PARK,N,Municipal Short,Mobile Home Park
133620,TX0910137,NORTHWEST GRAYSON COUNTY WCID 1,N,Municipal Long,District 
133750,TX0930003,WICKSON CREEK SUD GRIMES COUNTY,N,Municipal Long,District 
133800,TX2260003,TOM GREEN COUNTY FWSD 1 CARLSBAD,N,Municipal Long,District 
134700,TX0750007,CITY OF CARMINE,N,Municipal Long,Municipal
135249,TX1011926,CAROL NORRA MHP,N,Municipal Short,Mobile Home Park
135252,TX1070106,CAROLYNN ESTATES,N,Municipal Long,Private/IOU
135300,TX1740007,CARO WSC,N,Municipal Long,Water Supply Corporation
135367,TX0360093,CARRIAGE TRAIL SUBDIVISION,N,Municipal Long,Private/IOU
135400,TX0640002,CITY OF CARRIZO SPRINGS,N,Municipal Long,Municipal
135500,TX1070074,CARRIZO WATER CORP FOREST GROVE,N,Municipal Long,Private/IOU
136200,TX0570034,CITY OF CARROLLTON,N,Municipal Long,Municipal
137000,TX1830001,CITY OF CARTHAGE,N,Municipal Long,Municipal
138350,TX1160018,CASH SUD,N,Municipal Long,District 
138375,TX0270047,CASSIE WATER SYSTEM,N,Municipal Long,Private/IOU
138380,TX1011833,CASTLEWOOD MUD,N,Municipal Long,District 
138600,TX1630005,CITY OF CASTROVILLE,N,Municipal Long,Municipal
138750,TX1910006,CATALPA VILLA,N,Municipal Short,Mobile Home Park
139400,TX0640029,CATARINA WSC,N,Municipal Long,Water Supply Corporation
139430,TX0720033,CATTAIL CREEK MHP,N,Municipal Short,Mobile Home Park
139650,TX1330006,CANYON SPRINGS WATER WORKS,N,Municipal Long,Municipal
140435,TX1580020,CREEK WATER UTILITY,N,Municipal Long,Private/IOU
140440,TX2290021,LAKESIDE WATER SUPPLY 1,N,Municipal Long,Water Supply Corporation
140850,TX1010112,CEDAR BAYOU PARK,N,Municipal Long,Private/IOU
140866,TX1470021,CEDAR CREEK WATER SUPPLY,N,Municipal Long,Private/IOU
140930,TX1090036,CEDAR CREST COLONY WSC,N,Municipal Long,Water Supply Corporation
140940,TX1460102,CEDAR ESTATES SUBDIVISION,N,Municipal Long,Private/IOU
140975,TX0500043,CEDAR GROVE MOBILE HOME PARK,N,Municipal Long,Mobile Home Park
141000,TX0570036,CITY OF CEDAR HILL,N,Municipal Long,Municipal
141040,TX1011556,CEDAR OAKS MOBILE HOME COMMUNITY,N,Municipal Short,Mobile Home Park
141045,TX1870155,CEDAR POINT,N,Municipal Long,Private/IOU
141050,TX2460009,CITY OF CEDAR PARK,N,Municipal Long,Municipal
141055,TX1550078,CEDAR RIDGE DEEP WELL WATER SYSTEM,N,Municipal Long,Private/IOU
141060,TX0180033,CS WATER,N,Municipal Long,Private/IOU
141100,TX1330019,CEDAR SPRINGS MHP,N,Municipal Short,Private/IOU
141110,TX2040045,CEDAR VALLEY SUBDIVISION,N,Municipal Long,Private/IOU
141120,TX0180051,CEDRON CREEK RANCH WATER SUPPLY,N,Municipal Long,Private/IOU
141200,TX0730013,CEGO DURANGO WSC,N,Municipal Long,Water Supply Corporation
142600,TX1160002,CITY OF CELESTE,N,Municipal Long,Municipal
143400,TX0430003,CITY OF CELINA,N,Municipal Long,Municipal
143560,TX2100001,CITY OF CENTER,N,Municipal Long,Municipal
143565,TX0260012,CENTERLINE WSC,N,Municipal Long,Water Supply Corporation
143572,TX1330111,CENTER POINT NORTH WATER SYSTEM,N,Municipal Long,Private/IOU
143605,TX2390055,CENTRAL WASHINGTON COUNTY WSC,N,Municipal Long,Water Supply Corporation
143790,TX0190024,CENTRAL BOWIE COUNTY WSC,N,Municipal Long,Water Supply Corporation
144000,TX0030019,CENTRAL WCID OF ANGELINA COUNTY,N,Municipal Long,District 
144030,TX1550061,CENTRAL BOSQUE WSC,N,Municipal Long,Water Supply Corporation
144038,TX0140161,CENTRAL TEXAS WSC,Y,Municipal Short,Water Supply Corporation
144045,TX2490037,STONEGATE WATER,N,Municipal Long,Private/IOU
144800,TX1330010,CENTER POINT TAYLOR SYSTEM,N,Municipal Long,Water Supply Corporation
145000,TX1450002,CITY OF CENTERVILLE,N,Municipal Long,Municipal
145050,TX2280005,CENTERVILLE WSC,N,Municipal Long,Water Supply Corporation
145875,TX0360026,VISTA UTILITIES,N,Municipal Long,Municipal
146000,TX1550020,CHALK BLUFF WSC,N,Municipal Long,Water Supply Corporation
146010,TX2010050,CHALK HILL SUD,N,Municipal Long,Water Supply Corporation
146120,TX0360104,CHAMBERS COUNTY MUD 1,N,Municipal Long,District 
146950,TX0700071,CHAMBERS MEADOW ESTATE WATER,N,Municipal Long,Private/IOU
147000,TX1070006,CITY OF CHANDLER,N,Municipal Long,Municipal
147080,TX0270037,CHANNEL OAKS WATER SYSTEM,N,Municipal Long,Private/IOU
147400,TX1030011,CHANNING WATER WORKS,N,Municipal Long,Municipal
147420,TX0860010,CHAPARRAL WATER SYSTEM GILLESPIE,N,Municipal Long,Private/IOU
147440,TX1010811,CHAPMANS MHP,N,Municipal Short,Mobile Home Park
147450,TX2390003,CHAPPELL HILL WSC,N,Municipal Long,Water Supply Corporation
147500,TX0390016,CHARLIE WSC,N,Municipal Long,Water Supply Corporation
147600,TX0070016,CITY OF CHARLOTTE,N,Municipal Long,Municipal
147630,TX1010632,CHARTERWOOD MUD,N,Municipal Long,District 
147640,TX1010180,BENDER CREEK APARTMENTS,N,Municipal Long,Private/IOU
147675,TX1750012,CHATFIELD WSC,N,Municipal Long,Water Supply Corporation
147700,TX1090020,CHATT WSC,N,Municipal Long,Water Supply Corporation
147850,TX1010782,CHELFORD CITY MUD,N,Municipal Long,District 
147860,TX1010767,CHELFORD ONE MUD,N,Municipal Long,District 
148028,TX0320015,CHEROKEE POINT WATER CO,N,Municipal Long,Private/IOU
148043,TX1330122,HILLVIEW MHC,N,Municipal Short,Mobile Home Park
148044,TX1330147,CHERRY RIDGE WATER,N,Municipal Long,Private/IOU
148047,TX1870088,CHESSWOOD WATER SYSTEM,N,Municipal Long,Private/IOU
148050,TX2290002,CHESTER WSC,N,Municipal Long,Water Supply Corporation
148200,TX2490004,CITY OF CHICO,N,Municipal Long,Municipal
148600,TX2490053,COYOTE RIDGE ADDITION,N,Municipal Long,Private/IOU
149000,TX0380001,CITY OF CHILDRESS,N,Municipal Long,Municipal
149200,TX0180026,CHILDRESS CREEK WSC,N,Municipal Long,Water Supply Corporation
149800,TX0990001,CITY OF CHILLICOTHE,N,Municipal Long,Municipal
150600,TX0730021,WEST BRAZOS WSC,N,Municipal Long,Water Supply Corporation
150610,TX1230038,CITY OF CHINA,N,Municipal Long,Municipal
150620,TX1010910,CHIMNEY HILL MUD,N,Municipal Long,District 
151400,TX1550096,C S COMMUNITY WSC,N,Municipal Long,Water Supply Corporation
151450,TX1550021,CHINA SPRING WATER,N,Municipal Long,Private/IOU
151620,TX1011209,CHINQUAPIN PREPARATORY SCHOOL,N,Municipal Short,Institutions/Facilities
151900,TX1090042,CHISOLM TRAIL RETREAT,N,Municipal Long,Private/IOU
152000,TX2100005,CHOICE WSC,N,Municipal Long,Water Supply Corporation
152200,TX0070017,CITY OF CHRISTINE,N,Municipal Long,Municipal
152950,TX2010008,CHURCH HILL WSC,N,Municipal Long,Water Supply Corporation
153000,TX0940018,CITY OF CIBOLO,N,Municipal Long,Municipal
153190,TX1050034,CIELO AZUL RANCH,N,Municipal Short,Private/IOU
153220,TX1700555,CIMARRON COUNTRY,N,Municipal Long,Private/IOU
153225,TX1011410,CIMARRON MUD,N,Municipal Long,District 
153275,TX1050059,CIMARRON PARK WATER,N,Municipal Long,Private/IOU
153276,TX0790274,CINCO MUD 1,N,Municipal Long,District 
153278,TX0790292,CINCO MUD 3,N,Municipal Long,District 
153279,TX0790306,CINCO MUD 2,N,Municipal Long,District 
153281,TX0790307,CINCO MUD 9,N,Municipal Long,District 
153282,TX0790386,CINCO MUD 10,N,Municipal Long,District 
153283,TX0790291,CINCO MUD 5,N,Municipal Long,District 
153284,TX0790316,CINCO MUD 6,N,Municipal Long,District 
153285,TX0790343,CINCO MUD 7,N,Municipal Long,District 
153286,TX0790324,CINCO MUD 8,N,Municipal Long,District 
153287,TX0790344,CINCO MUD 12,N,Municipal Long,District 
153289,TX0610209,CINNAMON RIDGE,N,Municipal Long,Private/IOU
153300,TX0670001,CITY OF CISCO,N,Municipal Long,Municipal
156200,TX0650001,CITY OF CLARENDON,N,Municipal Long,Municipal
157000,TX1940002,CITY OF CLARKSVILLE,N,Municipal Long,Municipal
157050,TX0920010,CITY OF CLARKSVILLE CITY,N,Municipal Long,Municipal
157800,TX0060001,CLAUDE MUNICIPAL WATER SYSTEM,N,Municipal Long,Municipal
158610,TX0810031,C H WSC,N,Municipal Long,Water Supply Corporation
158650,TX1011681,CLAY ROAD MUD,N,Municipal Long,District 
158700,TX1830005,CLAYTON WSC PLANT 1,N,Municipal Long,Water Supply Corporation
158800,TX0260013,CLAY WSC,N,Municipal Long,Water Supply Corporation
158960,TX1070007,CLEAR CREEK RESORT WATER SYSTEM,N,Municipal Long,Private/IOU
159000,TX1010056,CLEAR LAKE CITY WATER AUTHORITY,N,Municipal Long,Authority
159825,TX2500017,CLEAR LAKES,N,Municipal Long,Private/IOU
160200,TX1260003,CITY OF CLEBURNE,N,Municipal Long,Municipal
161000,TX1460001,CITY OF CLEVELAND,N,Municipal Long,Municipal
161800,TX0180001,CITY OF CLIFTON,N,Municipal Long,Municipal
161855,TX1700589,CLOVERCREEK MUD,N,Municipal Long,District 
162600,TX0200004,CITY OF CLUTE,N,Municipal Long,Municipal
162750,TX2270327,LAKECLIFF ON LAKE TRAVIS,N,Municipal Long,Private/IOU
163400,TX0300002,CITY OF CLYDE,N,Municipal Long,Municipal
163450,TX1010429,CNP UTILITY DISTRICT,N,Municipal Long,District 
163460,TX1140002,CITY OF COAHOMA,N,Municipal Long,Municipal
164000,TX1012174,CEDAR BAYOU ESTATES,N,Municipal Long,Private/IOU
164650,TX0570038,CITY OF COCKRELL HILL,N,Municipal Long,Municipal
164652,TX1700153,KIPLING OAKS AND TIMBERGREEN,N,Municipal Long,District 
164653,TX1012794,ESTATES OF HOLLY LAKES,N,Municipal Long,District 
164655,TX1012795,VILLAGE OF NEW KENTUCKY,N,Municipal Long,District 
164656,TX1700317,TOWERING OAKS AND ROSEWOOD HILLS SUBDIVI,N,Municipal Long,District 
164658,TX1700131,ALLENWOOD SUBDIVISION,N,Municipal Long,District 
164660,TX1700318,COE COUNTRY,N,Municipal Long,District 
164662,TX1011845,COE INDUSTRIAL PARK,N,Municipal Long,District 
164664,TX1012276,2920 WEST SUBDIVISION,N,Municipal Long,District 
164668,TX1012367,TIMBERWILDE MH SUBDIVISION,N,Municipal Long,District 
164669,TX1012397,TREICHEL WOODS ESTATES,N,Municipal Long,District 
164672,TX1010916,RED OAK TERRACE,N,Municipal Long,District 
164704,TX0410017,COKE COUNTY WSC,N,Municipal Long,Water Supply Corporation
164800,TX2040031,COLDSPRING TERRACE WATER SYSTEM,N,Municipal Long,Private/IOU
164900,TX0420034,COLEMAN COUNTY SUD,N,Municipal Long,District 
164950,TX2350035,COLETO CREEK MOBILE HOME PARK,N,Municipal Short,Mobile Home Park
165200,TX0420001,CITY OF COLEMAN,N,Municipal Long,Municipal
165250,TX2350036,COLETO WATER,N,Municipal Long,Private/IOU
165300,TX1290012,COLLEGE MOUND SUD,N,Municipal Long,Water Supply Corporation
165400,TX0210002,CITY OF COLLEGE STATION,N,Municipal Long,Municipal
165510,TX2200043,CITY OF COLLEYVILLE,N,Municipal Long,Municipal
165800,TX0910005,CITY OF COLLINSVILLE,N,Municipal Long,Municipal
166700,TX2290003,CITY OF COLMESNEIL,N,Municipal Long,Municipal
166790,TX1011806,COLONY M H SUBDIVISION WS,N,Municipal Short,Private/IOU
166810,TX0610081,CITY OF THE COLONY,N,Municipal Long,Municipal
167400,TX1680001,CITY OF COLORADO CITY,N,Municipal Long,Municipal
172125,TX1470001,CITY OF COOLIDGE,N,Municipal Long,Municipal
173800,TX0450001,CITY OF COLUMBUS,N,Municipal Long,Municipal
174050,TX0470028,COMANCHE COUNTY WSC BEATTIE,N,Municipal Long,Water Supply Corporation
174055,TX0470027,COMANCHE COUNTY WSC SIPE SPRINGS,N,Municipal Long,Water Supply Corporation
174100,TX1110060,COMANCHE COVE & HERITAGE HEIGHTS,N,Municipal Long,Private/IOU
174400,TX1110022,COMANCHE HARBOR & PORT OCALL,N,Municipal Long,Private/IOU
174470,TX1110050,COMANCHE PEAK NORTH,N,Municipal Long,Private/IOU
174600,TX0310021,CITY OF COMBES,N,Municipal Long,Municipal
174700,TX0570039,COMBINE WSC,N,Municipal Long,Water Supply Corporation
175400,TX1300002,KENDALL COUNTY WCID 1,N,Municipal Long,District 
176300,TX0470001,CITY OF COMANCHE,N,Municipal Long,Municipal
177000,TX1160003,CITY OF COMMERCE,N,Municipal Long,Municipal
177315,TX2260093,CONCHO RURAL WATER THE OAKS,N,Municipal Long,Private/IOU
177400,TX0200033,COMMODORE COVE IMPROVEMENT DISTRICT,N,Municipal Long,District 
177882,TX2260067,CONCHO RURAL WATER DEER VALLEY ESTATES,N,Municipal Long,Private/IOU
177884,TX0200403,SOUTHWOOD ESTATES,N,Municipal Short,Private/IOU
177926,TX1010264,FOREST MANOR SUBDIVISION,N,Municipal Long,Private/IOU
177930,TX1010078,PITCAIRN WSC,N,Municipal Long,Water Supply Corporation
177931,TX1700113,SWEETGUM FOREST,N,Municipal Long,Private/IOU
177932,TX1700075,WOODRIDGE ESTATES WATER SYSTEM,N,Municipal Long,Private/IOU
177949,TX0700026,GARRETT COMMUNITY WATER COMPANY,N,Municipal Long,Private/IOU
177950,TX1750038,NORTHCREST WATER SYSTEM,N,Municipal Long,Private/IOU
177955,TX1900011,CITY OF EAST TAWAKONI,N,Municipal Long,Municipal
177958,TX1750031,RETREAT WATER SYSTEM,N,Municipal Long,Private/IOU
177960,TX1520062,PLOTT ACRES,N,Municipal Long,Private/IOU
177970,TX1520106,COX ADDITION WATER SYSTEM,N,Municipal Long,Private/IOU
177980,TX1520094,TOWN NORTH VILLAGE WATER SYSTEM,N,Municipal Long,Private/IOU
178000,TX2120008,COMMUNITY WATER CO MONTGOMERY GARDEN,N,Municipal Long,Private/IOU
178270,TX1840013,ASHCREEK ADDITION,N,Municipal Long,Private/IOU
178280,TX2200184,AVONDALE HEIGHTS,N,Municipal Long,Private/IOU
178290,TX2200185,EAGLES NEST,N,Municipal Long,Private/IOU
178310,TX2200090,HERITAGE OAKS ADDITION,N,Municipal Long,Private/IOU
178312,TX1840037,DEER BUTTE SUBDIVISION,N,Municipal Long,Private/IOU
178315,TX2200186,FOREST ACRES GARDENS,N,Municipal Long,Private/IOU
178318,TX1110036,RANCHO BRAZOS SUBDIVISION,N,Municipal Long,Private/IOU
178320,TX1110002,HIDEAWAY BAY ESTATES,N,Municipal Long,Private/IOU
178330,TX2490013,KILLOUGH ADDITION,N,Municipal Long,Private/IOU
178335,TX1840038,LAGO LINDO ESTATES,N,Municipal Long,Private/IOU
178340,TX1840012,LIVE OAK HILLS ADDITION,N,Municipal Long,Private/IOU
178355,TX1840021,SHANGRI LA SUBDIVISION,N,Municipal Long,Private/IOU
178380,TX1260025,SUNDANCE ADDITION,N,Municipal Long,Private/IOU
178391,TX1110109,GRANBURY ACRES WATER SYSTEM,N,Municipal Long,Private/IOU
178395,TX1840026,SPANISH PARK SUBDIVISION,N,Municipal Long,Private/IOU
178400,TX1840011,TANGLEWOOD ESTATES,N,Municipal Long,Private/IOU
178410,TX0610015,DENTON CREEK ESTATES,N,Municipal Long,Private/IOU
178450,TX1110044,MONTEGO BAY ESTATES,N,Municipal Long,Private/IOU
178459,TX0610041,ROCKY POINT COMMUNITY,N,Municipal Long,Private/IOU
178461,TX0570044,DANIELDALE COMMUNITY WATER SERVICE,N,Municipal Long,Private/IOU
178464,TX0700056,RED OAK COMMUNITY WATER SERVICE,N,Municipal Long,Private/IOU
178600,TX1120012,CITY OF COMO,N,Municipal Long,Municipal
178900,TX2490058,SAGE BRUSH ESTATES,N,Municipal Long,Private/IOU
179010,TX2200044,COMMUNITY WSC,N,Municipal Long,Water Supply Corporation
179015,TX1012978,THE COMMONS WATER SUPPLY,N,Municipal Long,Private/IOU
179200,TX2330003,VAL VERDE COUNTY WCID COMSTOCK,N,Municipal Long,District 
179300,TX0660015,DUVAL COUNTY CRD CONCEPCION,N,Municipal Long,District 
179320,TX2260060,CONCHO RURAL WATER WATER VALLEY,N,Municipal Long,Private/IOU
179327,TX1450018,CONCORD-ROBBINS WSC,N,Municipal Long,Water Supply Corporation
179398,TX0540017,CONE WSC,N,Municipal Long,Private/IOU
180000,TX1970002,CITY OF MIAMI,N,Municipal Long,Municipal
180195,TX1700225,CONROE BAY WATER SEWER SUPPLY,N,Municipal Long,Private/IOU
180200,TX1700001,CITY OF CONROE,N,Municipal Long,Municipal
181310,TX1010132,GREENGATE ACRES SUBDIVISION,N,Municipal Long,Private/IOU
181312,TX1700032,PATTON VILLAGE WEST WATER SYSTEM,N,Municipal Long,Private/IOU
181314,TX1010285,HIGHLAND MOBILE HOME SUBDIVISION,N,Municipal Short,Mobile Home Park
181316,TX1010157,HIGHLAND RIDGE SUBDIVISION,N,Municipal Long,Private/IOU
181317,TX1010700,HUFFMAN HEIGHTS SUBDIVISION,N,Municipal Long,Private/IOU
181318,TX1700021,JOY VILLAGE,N,Municipal Long,Private/IOU
181319,TX1700029,LAKEWOOD COLONY,N,Municipal Long,Private/IOU
181321,TX1700051,PEACH CREEK OAKS SUBDIVISION,N,Municipal Long,Private/IOU
181322,TX1700114,PIONEER TRAILS SUBDIVISION,N,Municipal Long,Private/IOU
181326,TX1700033,SPRING FOREST SUBDIVISION,N,Municipal Long,Private/IOU
181327,TX1010255,SPRINGMONT SUBDIVISION,N,Municipal Long,Private/IOU
181328,TX1010219,TALL CEDARS MOBILE HOME SUBDIVISION,N,Municipal Long,Private/IOU
181329,TX1010252,URBAN ACRES SUBDIVISION,N,Municipal Long,Private/IOU
181395,TX1700161,PORTER TERRACE,N,Municipal Long,Private/IOU
181401,TX1010287,MEADOWLAKE ESTATES,N,Municipal Long,Private/IOU
182900,TX2490049,HILLS OF BRIAR OAKS,N,Municipal Long,Private/IOU
183600,TX0150047,CITY OF CONVERSE,N,Municipal Long,Municipal
183840,TX0180040,COONEY CAVERN LODGE,N,Municipal Short,Institutions/Facilities
183855,TX2200117,COOLEY POINT,N,Municipal Long,Private/IOU
183860,TX0600001,CITY OF COOPER,N,Municipal Long,Municipal
183885,TX0040017,COPANO HEIGHTS WATER,N,Municipal Long,Private/IOU
183900,TX0040003,COPANO COVE SUBDIVISION,N,Municipal Long,Private/IOU
183907,TX0040029,COPANO RIDGE SUBDIVISION,N,Municipal Long,Private/IOU
183910,TX0430029,COPEVILLE SUD,N,Municipal Long,District 
184200,TX0570040,CITY OF COPPELL,N,Municipal Long,Municipal
184210,TX1050029,CHAPARRAL WATER SYSTEM HAYS,N,Municipal Long,Private/IOU
184300,TX0500001,CITY OF COPPERAS COVE,N,Municipal Long,Municipal
184400,TX1750013,CORBET WSC,N,Municipal Long,Water Supply Corporation
184405,TX1810123,CORBETT WATER SYSTEM 1,N,Municipal Long,Private/IOU
184450,TX0150414,CORDI MARIAN VILLA,N,Municipal Short,Institutions/Facilities
184500,TX1700152,CORINTHIAN POINT MUD 2,N,Municipal Long,District 
184711,TX1300048,GBRA CORDILLERA RANCH,N,Municipal Long,Authority
184795,TX0610065,CITY OF CORINTH,N,Municipal Long,Municipal
184800,TX2340021,CORINTH WSC,N,Municipal Long,Water Supply Corporation
184825,TX1011692,CORNERSTONES MUD,N,Municipal Long,District 
184850,TX1120013,CORNERSVILLE WSC,N,Municipal Long,Water Supply Corporation
184905,TX0230005,CORONADO SHORES WATER SYSTEM,N,Municipal Long,Private/IOU
